Hex,Emoji,English Name,Myanmar Name,Keywords
1FAAD,🪭,folding hand fan,ယပ်တောင်,"ကခုန်ခြင်း, ပူလောင်ခြင်း, ယပ်တောင်, ရှက်ရွံ့ခြင်း, အအေးပေးခြင်း"
1F45B,👛,purse,ပိုက်ဆံအိတ်,"ပိုက်ဆံအိတ်, အကြွေအိတ်, အသုံးအဆောင်"
1F45C,👜,handbag,လက်ဆွဲအိတ်,"လက်ကိုင်အိတ်, လက်ဆွဲအိတ်, အသုံးအဆောင်, အိတ်"
1F45D,👝,clutch bag,လက်ကိုင်အိတ်,"လက်ကိုင်အိတ်, သားရေအိတ်, အသုံးအဆောင်, အိတ်"
1F6CD-FE0F,🛍️,shopping bags,,
1F392,🎒,backpack,ကျောင်းသား ကျောပိုးအိတ်,"ကျောင်းသား ကျောပိုးအိတ်, ကျောင်းသုံး ကျောပိုးအိတ်, ကျောပိုးအိတ်, ပတ္တူလွယ်အိတ်, အိတ်"
1FA74,🩴,thong sandal,ညှပ်ဖိနပ်,"ကမ်းခြေစီး ဖိနပ်, ခြေညှပ်ဖိနပ်, ညှပ်ဖိနပ်, ဖိနပ်ပါး"
1F45E,👞,man’s shoe,အမျိုးသား ဖိနပ်,"ရှူးဖိနပ်, အမျိုးသား, အမျိုးသား ဖိနပ်, အမျိုးသားစီး ရှူးဖိနပ်, အဝတ်အစား"
1F45F,👟,running shoe,အပြေး ဖိနပ်,"ပတ္တူဖိနပ်, အပြေး ဖိနပ်, အပြေးသမားစီး ဖိနပ်, အဝတ်အစား, အားကစား"
1F97E,🥾,hiking boot,တောစီး ဘွတ်ဖိနပ်,"ကျောပိုးအိတ်ဖြင့် ခရီးသွားခြင်း, တောစီး ဘွတ်ဖိနပ်, တောတွင်း ခြေလျင်ခရီးထွက်ခြင်း, ဘွတ်ဖိနပ်, အပျော်စခန်းချခြင်း"
1F97F,🥿,flat shoe,ဒေါက်မပါ ရှူးဖိနပ်,"ကွင်းထိုးဖိနပ်, ခြေညှပ်ဖိနပ်, ဒေါက်မပါ ရှူးဖိနပ်, ဘဲလေး ဖိနပ်"
1F460,👠,high-heeled shoe,ဒေါက်မြင့် ဖိနပ်,"ဒေါက်, ဒေါက်မြင့် ဖိနပ်, ဒေါက်မြင့်ဖိနပ်, မိန်းမစီး ရှူးဖိနပ်, အမျိုးသမီး, အဝတ်အစား"
1F461,👡,woman’s sandal,အမျိုးသမီး ညှပ်ဖိနပ်,"ကြိုးသိုင်းဖိနပ်, အမျိုးသမီး, အမျိုးသမီး ညှပ်ဖိနပ်, အမျိုးသမီးစီး ကြိုးသိုင်းဖိနပ်, အဝတ်အစား"
1FA70,🩰,ballet shoes,ဘဲလေးရှူးဖိနပ်,"ဘဲလေး, ဘဲလေးရှူးဖိနပ်, အက"
1F462,👢,woman’s boot,အမျိုးသမီး ဘွတ်ဖိနပ်,"ဘွတ်ဖိနပ်, မိန်းမစီး ဘွတ်ဖိနပ်, ရှူးဖိနပ်, အမျိုးသမီး, အဝတ်အစား"
1FAAE,🪮,hair pick,ဘီးကုပ်,"ဆံပင်, ဘီးကုပ်, ဘီးစိပ်တိုက်"
1F451,👑,crown,သရဖူ,"ဘုရင်, ဘုရင်မ, သရဖူ, အဝတ်အထည်"
1F452,👒,woman’s hat,အမျိုးသမီး ဦးထုပ်,"မိန်းမဆောင်း ဦးထုပ်, အမျိုးသမီး, အဝတ်အထည်, ဦးထုပ်"
1F3A9,🎩,top hat,ဦးထုပ်မြင့်,"အဝတ်အထည်, ဦးထုပ်, ဦးထုပ်မြင့်"
1F393,🎓,graduation cap,ဘွဲ့ဦးထုပ်,"ဘွဲ့နှင်းသဘင်, ဘွဲ့ဦးထုပ်, အဝတ်အထည်, အောင်ပွဲခံခြင်း"
1F9E2,🧢,billed cap,ကက်ဦးထုတ်,"ကက်ဦးထုတ်, ကက်ဦးထုပ်, ဘေ့စ်ဘောဦးထုပ်"
1FA96,🪖,military helmet,စစ်ဦးထုပ်,"စစ်တပ်, စစ်သည်, စစ်သား, စစ်ဦးထုပ်, အမာစား ဦးထုပ်"
26D1-FE0F,⛑️,rescue worker’s helmet,,
1F4FF,📿,prayer beads,တရားကျင့် ပုတီး,"စိပ်ပုတီး, ဆုတောင်းခြင်း, တရားကျင့် ပုတီး, ဘာသာရေး, လည်ဆွဲ, လည်ဆွဲပုတီး"
1F484,💄,lipstick,နှုတ်ခမ်းနီ,"နှုတ်ခမ်းနီ, မိတ်ကပ်, အလှပြင်ပစ္စည်း"
1F48D,💍,ring,လက်စွပ်,"စိန်, စိန်လက်စွပ်, လက်စွပ်"
1F48E,💎,gem stone,ကျောက်မျက် ရတနာ,"ကျောက်မျက်, ကျောက်မျက်ရတနာ, စိန်, ရတနာ"
1F507,🔇,muted speaker,စပီကာ ပိတ်,"စပီကာ, စပီကာ ပိတ်, ဆိတ်ငြိမ်ခြင်း, တိတ်ဆိတ်ခြင်း, အသံပိတ်, အသံပိတ်ထားသည့် စပီကာ"
1F508,🔈,speaker low volume,စပီကာ အသံတိုး,"စပီကာ, စပီကာ အသံတိုး, အတိုးအကျယ်"
1F509,🔉,speaker medium volume,စပီကာ ဖွင့်,"စပီကာ ဖွင့်, အသံ အလယ်အလတ်, အသံ အလယ်အလတ်ဖွင့်ထားသော စပီကာ"
1F50A,🔊,speaker high volume,စပီကာ အသံကျယ်,"ကျယ်လောင်, စပီကာ အသံကျယ်"
1F4E2,📢,loudspeaker,အသံချဲ့စက်,"ကျယ်လောင်သော, အသံချဲ့စက်"
1F4E3,📣,megaphone,အော်လန်,"နှုတ်ဆက်, အော်လန်"
1F4EF,📯,postal horn,စာတိုက်ခရာ,"ခရာ, စာတိုက်ခရာ, တံပိုး"
1F514,🔔,bell,ခေါင်းလောင်း,ခေါင်းလောင်း
1F515,🔕,bell with slash,အသံပိတ် ခေါင်းလောင်း,"ခေါင်းလောင်း, တားမြစ်ခြင်း, တိတ်ဆိတ်ခြင်း, ပိတ်ထားခြင်း, မျဉ်းစောင်းဖြတ်ထားသည့် ခေါင်းလောင်းပုံ, အသံပိတ် ခေါင်းလောင်း"
1F3BC,🎼,musical score,တေးသွား သင်္ကေတ,"ဂီတ, ဂီတ သင်္ကေတ, တေးသွား သင်္ကေတ"
1F3B5,🎵,musical note,ဂီတသင်္ကေတ,"ဂီတ, ဂီတ သင်္ကေတ, နုတ်, သီချင်း, နားထောင်"
1F3B6,🎶,musical notes,ဂီတ သင်္ကေတများ,"ဂီတ, ဂီတ သင်္ကေတများ, နုတ်"
1F399-FE0F,🎙️,studio microphone,,
1F39A-FE0F,🎚️,level slider,,
1F39B-FE0F,🎛️,control knobs,,
1F3A4,🎤,microphone,မိုက်ခရိုဖုန်း,"ကာရာအိုကေ, မိုက်, မိုက်ကရိုဖုန်း, သီချင်း, ဆို"
1F3A7,🎧,headphone,နားကြပ်,"နားကြပ်, နားစို့, ဖုန်းနားကြပ်"
1F4FB,📻,radio,ရေဒီယို,ရေဒီယို
1F3B7,🎷,saxophone,ဆက်ဆိုဖုန်း,"ဆက်ဆိုဖုန်း, တူရိယာ, တေးဂီတ"
1FA97,🪗,accordion,အကော်ဒီယံ,"လက်ဆွဲဘာဂျာ, အကော်ဒီယံ"
1F3B8,🎸,guitar,ဂစ်တာ,"ဂစ်တာ, တူရိယာ, တေးဂီတ, တီးလုံး, ဂီတ"
1F3B9,🎹,musical keyboard,ဂီတ ကီးဘုတ်,"ကီးဘုတ်, ကီးဘုတ်တူရိယာ, ဂီတ ကီးဘုတ်, စန္ဒရား, တူရိယာ, တေးဂီတ"
1F3BA,🎺,trumpet,ခရာ,"ခရာ, တူရိယာ, တေးဂီတ"
1F3BB,🎻,violin,တယော,"တယော, တူရိယာ, တေးဂီတ"
1FA95,🪕,banjo,ဘင်ဂျို,"ကြိုးတပ်, တေးဂီတ, ဘင်ဂျို"
1F941,🥁,drum,ဗုံ,"ဂီတ, ဗုံ, ဗုံလက်ရိုက်တန်"
1FA98,🪘,long drum,ဗုံရှည်,"စည်းကိုက်ဝါးကိုက်, စီးချက်, စီတန်းလှည့် မြူးကြွအကတီးလုံး, ဗုံ, ဗုံရှည်"
1FA87,🪇,maracas,မာရကာစ်,"ဂျောက်ဂျက်, ဂီတ, စည်းချက် တူရိယာ, တူရိယာ, ပါတီ, မာရကာစ်, လှုပ်ခါ, အက"
1FA88,🪈,flute,ပလွေ,"ကျော်ပလွေ, ဂီတ, တံပိုး, တူရိယာ, ပလွေ, ပလွေဆရာ, သံစုံတီးဝိုင်း, သစ်သားလေမှုတ် တူရိယာ"
1FA89,🪉,harp,စောင်း,"စောင်း, တီးဝိုင်း, တူရိယာ, တေးဂီတ"
1F4F1,📱,mobile phone,မိုဘိုင်းဖုန်း,"ဆဲလ်, တယ်လီဖုန်း, ဖုန်း, မိုဘိုင်း, ဆက်သွယ်"
1F4F2,📲,mobile phone with arrow,မြားနှင့် မိုဘိုင်း ဖုန်း,"ဆဲလ်, ဖုန်း, ဖုန်းအဝင်, မြားနှင့် မိုဘိုင်း ဖုန်း, မြားပြထားသည့် မိုဘိုင်ဖုန်းပုံ, မိုဘိုင်း"
260E-FE0F,☎️,telephone,,
1F4DE,📞,telephone receiver,တယ်လီဖုန်း အသံဖမ်းခွက်,"တယ်လီဖုန်း, တယ်လီဖုန်း အသံဖမ်းခွက်, ဖုန်း, ဖုန်းစကားပြောခွက်"
1F4DF,📟,pager,ပေဂျာ,ပေဂျာ
1F4E0,📠,fax machine,ဖက်စ် စာပို့စက်,"ဖက်စ်, ဖက်စ် စာပို့စက်"
1F50B,🔋,battery,ဘက်ထရီ,ဘက်ထရီ
1FAAB,🪫,low battery,အားကုန်တော့မည့် ဘက်ထရီ,"အားကုန်တော့မည့် ဘက်ထရီ, အားနည်းခြင်း, အီလက်ထရောနစ်"
1F50C,🔌,electric plug,လျှပ်စစ် ပလပ်,"ပလပ်, လျှပ်စစ်, လျှပ်စစ် ဓာတ်အား"
1F4BB,💻,laptop,လက်ပ်တော့,"ကွန်ပျူတာ, ခရီးဆောင် ကွန်ပျူတာ, ပီစီ, အလုပ်, နည်းပညာ"
1F5A5-FE0F,🖥️,desktop computer,,
1F5A8-FE0F,🖨️,printer,,
2328-FE0F,⌨️,keyboard,,
1F5B1-FE0F,🖱️,computer mouse,,
1F5B2-FE0F,🖲️,trackball,,
1F4BD,💽,computer disk,မီနီဒစ်,"ကွန်ပျူတာ, ဒစ်စ်ခ်, မီနီဒစ်, မီနီဒစ်စ်ခ်, အော့ပ်တစ်ကယ်"
1F4BE,💾,floppy disk,ဖလော်ပီဒစ်,"ကွန်ပျူတာ, ဒစ်ခ်, ဖလော်ပီ, ဖလော်ပီဒစ်"
1F4BF,💿,optical disk,အလင်းသုံးဒစ်,"ကွန်ပျူတာ, စီဒီ, ဒစ်ခ်, အလင်းသုံးဒစ်, အော့ပ်တစ်ကယ်"
1F4C0,📀,dvd,ဒီဗီဒီ,"ကွန်ပျူတာ, ဒစ်ခ်, ဒီဗီဒီ, ဘလူးရေး, အော့ပ်တစ်ကယ်"
1F9EE,🧮,abacus,ပေသီးတွက်ခုံ,"တွက်ချက်ခြင်း, ပေသီးတွက်ခုံ"
1F3A5,🎥,movie camera,ရုပ်ရှင် ကင်မရာ,"ကင်မရာ, ရုပ်ရှင်, ရုပ်ရှင်ရုံ"
1F39E-FE0F,🎞️,film frames,,
1F4FD-FE0F,📽️,film projector,,
1F3AC,🎬,clapper board,ရုပ်ရှင် ကလက်ဘုတ်,"ကလက်ပါ, ကလက်ဘုတ်, ရုပ်ရှင်"
1F4FA,📺,television,ရုပ်မြင်သံကြား,"တယ်လီဗစ်ရှင်း, တီဗီ, ဗီဒီယို, ရုပ်မြင်သံကြား"
1F4F7,📷,camera,ကင်မရာ,"ကင်မရာ, ဗီဒီယို"
1F4F8,📸,camera with flash,မီးပါသည့် ကင်မရာ,"ကင်မရာ, ဖလက်ရှ်, ဖလက်ရှ်မီးပါသည့် ကင်မရာ, ဗီဒီယို, မီးပါသည့် ကင်မရာ"
1F4F9,📹,video camera,ဗီဒီယို ကင်မရာ,"ကင်မရာ, ဗီဒီယို"
1F4FC,📼,videocassette,ဗီဒီယို ကက်ဆက်,"ဗီဒီယို, ဗီဒီယို ကက်ဆက်, ဗီဒီယို တိပ်ခွေ, ဗီအိတ်ခ်ျအက်စ်"
1F50D,🔍,magnifying glass tilted left,မှန်ဘီလူး,"ဘယ်သို့စောင်းထားသည့် မှန်ဘီလူး, မှန်ဘီလူး, အကြီးချဲ့ခြင်း, ရှာ, စစ်ဆေး"
1F50E,🔎,magnifying glass tilted right,ညာသို့စောင်းထားသည့် မှန်ဘီလူး,"ညာသို့စောင်းထားသည့် မှန်ဘီလူး, မှန်ဘီလူး, အကြီးချဲ့ခြင်း"
1F56F-FE0F,🕯️,candle,,
1F4A1,💡,light bulb,မီးသီး,"မီးလုံး, မီးသီး, လျှပ်စစ်, ဟာသ, အကြံဉာဏ်, အလင်းရောင်, အလင်း, စိတ်ကူး, ဉာဏ်"
1F526,🔦,flashlight,ဓာတ်မီး,"ဓာတ်မီး, လျှပ်စစ်, အလင်းရောင်"
1F3EE,🏮,red paper lantern,စက္ကူမီးအိမ် အနီ,"စက္ကူမီးအိမ် အနီ, ဘား, လက်စွဲမီးအိမ်, အနီရောင်, အလင်းရောင်"
1FA94,🪔,diya lamp,ဆီမီးခွက်,"ဆီ, ဆီမီးခွက်, မီးခွက်"
1F4D4,📔,notebook with decorative cover,အလှမျက်နှာဖုံးနှင့် မှတ်စုစာအုပ်,"စာအုပ်, ပြင်ဆင်ထားခြင်း, မှတ်စုစာအုပ်, အဖုံး, အလှမျက်နှာဖုံးနှင့် မှတ်စုစာအုပ်"
1F4D5,📕,closed book,ပိတ်ထားသည့် စာအုပ်,"စာအုပ်, ပိတ်ထားသည့် စာအုပ်"
1F4D6,📖,open book,ဖွင့်ထားသည့် စာအုပ်,"စာအုပ်, ဖွင့်ထားသည့် စာအုပ်"
1F4D7,📗,green book,အစိမ်းရောင် စာအုပ်,"စာအုပ်, အစိမ်းရောင် စာအုပ်"
1F4D8,📘,blue book,အပြာရောင် စာအုပ်,"အပြာ, အပြာရောင် စာအုပ်"
1F4D9,📙,orange book,လိမ္မော်ရောင် စာအုပ်,"စာအုပ်, လိမ္မော်ရောင် စာအုပ်"
1F4DA,📚,books,စာအုပ်များ,"စာအုပ်, စာအုပ်များ, စာဖတ်, ပညာရေး"
1F4D3,📓,notebook,မှတ်စုစာအုပ်,မှတ်စုစာအုပ်
1F4D2,📒,ledger,လယ်ဂျာစာအုပ်,"မှတ်စုစာအုပ်, လယ်ဂျာစာအုပ်"
1F4C3,📃,page with curl,တွန့်လိပ်နေသော စာရွက်,"စာရွက်, စာရွက်စာတမ်း, တွန့်လိပ်နေသော စာရွက်, အတွန့်"
1F4DC,📜,scroll,စက္ကူလိပ်,"စက္ကူလိပ်, စာရွက်"
1F4C4,📄,page facing up,မြင်နေရသည့် စာမျက်နှာ,"စာရွက်, စာရွက်စာတမ်း, မြင်နေရသည့် စာမျက်နှာ"
1F4F0,📰,newspaper,သတင်းစာ,"သတင်း, သတင်းစာ"
1F5DE-FE0F,🗞️,rolled-up newspaper,,
1F4D1,📑,bookmark tabs,စာညှပ် တဘ်များ,"စာညှပ်, ညွှန်မှတ်, တဘ်များ, အမှတ်အသား"
1F516,🔖,bookmark,စာညှပ်,"စာညှပ်, အမှတ်"
1F3F7-FE0F,🏷️,label,,
1F4B0,💰,money bag,ပိုက်ဆံအိတ်,"ငွေ, ငွေအိတ်, ဒေါ်လာ, အိတ်, ပိုက်ဆံ, ချမ်းသာ, ရွှေ"
1FA99,🪙,coin,အကြွေစေ့,"ငွေ, ငွေကြေး, ရတနာ, ရွှေ, သတ္တု, အကြွေစေ့"
1F4B4,💴,yen banknote,ယန်း ငွေစက္ကူ,"ငွေ, ငွေကြေးစနစ်, ငွေစက္ကူ, ယန်း ငွေစက္ကူ"
1F4B5,💵,dollar banknote,ဒေါ်လာ ငွေစက္ကူ,"ငွေ, ငွေကြေးစနစ်, ငွေစက္ကူ, ဒေါ်လာ"
1F4B6,💶,euro banknote,ယူရို ငှစေက်ကူ,"ငွေ, ငွေကြေးစနစ်, ငွေစက္ကူ, ယူရို, ယူရို ငှစေက်ကူ"
1F4B7,💷,pound banknote,ပေါင် ငွေစက္ကူ,"ငွေ, ငွေကြေးစနစ်, ငွေစက္ကူ, ပေါင်"
1F4B8,💸,money with wings,အတောင်ပံပါ ငွေ,"ငွေ, ငွေစက္ကူ, အတောင်ပံ, အတောင်ပံပါ ငွေ, အတောင်ပံဖြန့် ပျံနေသော ငွေစက္ကူပုံ"
1F4B3,💳,credit card,ခရက်ဒစ်ကတ်,"ကတ်, ခရက်ဒစ်, ခရက်ဒစ်ကတ်, ဘဏ်ကတ်"
1F9FE,🧾,receipt,ပြေစာ,"စာရင်းကိုင်ခြင်း, စာရင်းကိုင်လုပ်ငန်း, ပြေစာ, အကိုးအကား, အထောက်အထား"
1F4B9,💹,chart increasing with yen,ယန်းတန်ဖိုး မြင့်တက်နေသည့် ဇယားပုံ,"ဂျပန် ယန်း, ဂရပ်ဖ်, ငွေ, ဇယား, ယန်းငွေတန်ဖိုး မြင့်တက်နေပုံပြ ဇယား, ယန်းတန်ဖိုး မြင့်တက်နေသည့် ဇယားပုံ"
2709-FE0F,✉️,envelope,,
1F4E7,📧,e-mail,အီးမေးလ်,"စာ, အီးမေးလ်"
1F4E8,📨,incoming envelope,အဝင် စာအိတ်,"စာလက်ခံ, စာအိတ်, ဝင်စာ, အဝင် စာအိတ်, အီးမေးလ်"
1F4E9,📩,envelope with arrow,မြားပါ စာအိတ်,"စာအိတ်, ထွက်စာ, မြား, မြားပါ စာအိတ်, အီးမေးလ်"
1F4E4,📤,outbox tray,စာထွက်ဗန်း,"စာ, စာတိုက်ပုံး, စာထွက်ဗန်း, စာပို့ခြင်း, ထွက်စာဗန်း"
1F4E5,📥,inbox tray,စာဝင်ဗန်း,"စာ, စာဝင်ဗန်း, ပုံး, ဝင်စာ, ဝင်စာဗန်း"
1F4E6,📦,package,ပါဆယ်ထုတ်,"ပါဆယ်ထုပ်, ပုံး, အထုပ်, ထုတ်ပိုး, ပါဆယ်, ပစ္စည်း"
1F4EB,📫,closed mailbox with raised flag,အလံတင်ထားသည့် စာတိုက်ပုံးအပိတ်,"စာ, စာတိုက်ပုံး, ပိတ်ထားသည်, အလံတင်ထားသည့် စာတိုက်ပုံးအပိတ်, အလံတင်ပြီး ပိတ်ထားသည့် စာတိုက်ပုံး"
1F4EA,📪,closed mailbox with lowered flag,အလံချထားသည့် စာတိုက်ပုံးအပိတ်,"စာ, စာတိုက်ပုံး, ပိတ်ထားသည်, အလံချထားသည့် စာတိုက်ပုံးအပိတ်, အလံချပြီး ပိတ်ထားသည့် စာတိုက်ပုံး"
1F4EC,📬,open mailbox with raised flag,အလံတင်ထားသည့် စာတိုက်ပုံးအပွင့်,"စာ, စာတိုက်ပုံး, ဖွင့်ထားသည်, အလံတင်ထားသည့် စာတိုက်ပုံးအပွင့်, အလံတင်ပြီး ဖွင့်ထားသည့် စာတိုက်ပုံး"
1F4ED,📭,open mailbox with lowered flag,အလံချထားသည့် စာတိုက်ပုံးအပွင့်,"စာ, စာတိုက်ပုံး, ဖွင့်ထားသည်, အလံချထားသည့် စာတိုက်ပုံးအပွင့်, အလံချပြီး ဖွင့်ထားသည့် စာတိုက်ပုံး"
1F4EE,📮,postbox,စာတိုက်ပုံး,"စာ, စာတိုက်ပုံး"
1F5F3-FE0F,🗳️,ballot box with ballot,,
270F-FE0F,✏️,pencil,,
2712-FE0F,✒️,black nib,,
1F58B-FE0F,🖋️,fountain pen,,
1F58A-FE0F,🖊️,pen,,
1F58C-FE0F,🖌️,paintbrush,,
1F58D-FE0F,🖍️,crayon,,
1F4DD,📝,memo,မှတ်စု,"ခဲတံ, မှတ်စု"
1F4BC,💼,briefcase,ရုံးသုံးလက်ဆွဲအိတ်,"ရုံး, ရုံးသုံးလက်ဆွဲအိတ်, လက်ဆွဲအိတ်"
1F4C1,📁,file folder,ဖိုင်တွဲ,"ဖိုင်, ဖိုင်တွဲ"
1F4C2,📂,open file folder,ဖွင့်ထားသည့် ဖိုင်တွဲ,"ဖွင့်ထားသည့် ဖိုင်တွဲ, ဖိုင်, ဖိုင်တွဲ"
1F5C2-FE0F,🗂️,card index dividers,,
1F4C5,📅,calendar,ပြက္ခဒိန်,"ပြက္ခဒိန်, ရက်စွဲ"
1F4C6,📆,tear-off calendar,ရွက်ဆုတ် ပြက္ခဒိန်,"ပြက္ခဒိန်, ရွက်ဆုတ် ပြက္ခဒိန်"
1F5D2-FE0F,🗒️,spiral notepad,,
1F5D3-FE0F,🗓️,spiral calendar,,
1F4C7,📇,card index,ကတ် အညွှန်း,"ကတ်, ကျောင်း, ရိုလိုဒက်စ်, အညွှန်း"
1F4C8,📈,chart increasing,မြင့်တက်နေပုံပြ ဇယား,"ဂရပ်ဖ်, ဇယား, တိုးပွားခြင်း, မြင့်တက်နေပုံပြ ဇယား, ဦးတည်ချက်"
1F4C9,📉,chart decreasing,နိမ့်ဆင်းနေပုံပြ ဇယား,"ကျဆင်းခြင်း, ကျဆင်းနေပုံပြ ဇယား, ဂရပ်ဖ်, ဇယား, နိမ့်ဆင်းနေပုံပြ ဇယား"
1F4CA,📊,bar chart,ဘားကွက်ပြ ဇယား,"ဂရပ်ဖ်, ဇယား, ဘားကွက်ပြ ဇယား"
1F4CB,📋,clipboard,ကလစ်ဘုတ်,ကလစ်ဘုတ်
1F4CC,📌,pushpin,ဖိထိုးရသည့် ပင်အပ်,"ပင်အပ်, ဖိထိုးရသည့် ပင်အပ်"
1F4CD,📍,round pushpin,ထိုးအပ် အဝိုင်း,"ထိုးအပ် အဝိုင်း, ပင်, ပင်အပ်"
1F4CE,📎,paperclip,စက္ကူညှပ်,"စက္ကူညှပ်, စက္ကူညှပ်ကလစ်"
1F587-FE0F,🖇️,linked paperclips,,
1F4CF,📏,straight ruler,ပေတံ,"ပေတံ, ပေတံ အဖြောင့်, ဖြောင့်နေသည့် အနား"
1F4D0,📐,triangular ruler,ထောင့်မှန် ပေတံ,"ထောင့်မှန် တြိဂံ, ထောင့်မှန် ပေတံ, ပေတံ"
2702-FE0F,✂️,scissors,,
1F5C3-FE0F,🗃️,card file box,,
1F5C4-FE0F,🗄️,file cabinet,,
1F5D1-FE0F,🗑️,wastebasket,,
1F512,🔒,locked,သော့ခတ်ခြင်း,"ပိတ်ထား, ပိတ်နေသော သော့ခလောက်, သော့, ပိတ်, လုံခြုံ"
1F513,🔓,unlocked,သော့ဖွင့်ခြင်း,"ပွင့်နေသည်, ပွင့်နေသော သော့ခလောက်, ဖွင့်ထားသော သော့ခလောက်, သော့, ဖွင့်, လွတ်လပ်"
1F50F,🔏,locked with pen,မင်တံနှင့် သော့ခလောက်,"ကလောင်သွား, ကိုယ်ရေးကိုယ်တာ, ခပ်ထားသော သော့ခလောက်နှင့် ကလောင်တံ, မင်, မင်တံနှင့် သော့ခလောက်, သော့"
1F510,🔐,locked with key,ပိတ်ထားသည့် သော့ခလောက်နှင့် သော့,"ပိတ်ထားသည်, ပိတ်ထားသည့် သော့ခလောက်နှင့် သော့, လုံခြုံပါသည်, သော့ခလောက်နှင့် သော့တံ, သော့တံ"
1F511,🔑,key,သော့,"စကားဝှက်, သော့, သော့တံ"
1F5DD-FE0F,🗝️,old key,,
1F528,🔨,hammer,တူ,"ကိရိယာ, တူ"
1FA93,🪓,axe,ပုဆိန်,"ခွဲခြင်း, ခုတ်ခြင်း, ပုဆိန်, ရဲတင်း, သစ်သား"
26CF-FE0F,⛏️,pick,,
2692-FE0F,⚒️,hammer and pick,,
1F6E0-FE0F,🛠️,hammer and wrench,,
1F5E1-FE0F,🗡️,dagger,,
2694-FE0F,⚔️,crossed swords,,
1F4A3,💣,bomb,ဗုံး,"ဗုံး, ဟာသ"
1FA83,🪃,boomerang,ထိကပြန်,"ဂယက်ရိုက်မှု, ထိကပြန်, ပြန်ကန်ခြင်း, သြစတြေးလျား"
1F3F9,🏹,bow and arrow,လေးနှင့် မြား,"ဆယ့်နှစ်ရာသီခွင်, ဓနုရာသီ, လေးနှင့် မြား, လေးသမား"
1F6E1-FE0F,🛡️,shield,,
1FA9A,🪚,carpentry saw,လက်သမား လွှ,"တူးလ်, ပရိဘောဂ, လက်သမား, လွှ"
1F527,🔧,wrench,ခွ,"ခွ, ခွရှင်, စပန်နာ, တူးလ်"
1FA9B,🪛,screwdriver,ဝက်အူလှည့်,"တူးလ်, ဝက်အူ, ဝက်အူလှည့်"
1F529,🔩,nut and bolt,မူလီနှင့် မူလီခေါင်း,"ကိရိယာ, မူလီ, မူလီခေါင်း, မူလီနှင့် မူလီခေါင်း"
2699-FE0F,⚙️,gear,,
1F5DC-FE0F,🗜️,clamp,,
2696-FE0F,⚖️,balance scale,,
1F9AF,🦯,white cane,တုတ်ကောက်,"တုတ်ကောက်, မျက်မမြင်, အများသုံးစွဲနိုင်မှု"
1F517,🔗,link,ချိတ်,ချိတ်
26D3-FE0F-200D-1F4A5,⛓️‍💥,broken chain,,
26D3-FE0F,⛓️,chains,,
1FA9D,🪝,hook,ချိတ်ကောက်,"ချိတ်ကောက်, ဖမ်းခြင်း, မက်လုံး, မိနေသည်, လူလိမ်လူညစ်, အကွေးအကောက်"
1F9F0,🧰,toolbox,တူးလ်ဘောက်က်စ်,"တူးလ်, တူးလ်ဘောက်က်စ်, ဗီရို, မက္ကင်းနစ်"
1F9F2,🧲,magnet,သံလိုက်,"ဆွဲအင်အား, မြင်းခွာ, သံလိုက်"
1FA9C,🪜,ladder,လှေကားရှင်,"ခြေလှမ်း, တက်, လှေကားဆန်, လှေကားရှင်"
1FA8F,🪏,shovel,ဂေါ်ပြား,"ကျင်း, ဂေါ်ပြား, တွင်း, တူး"
2697-FE0F,⚗️,alembic,,
1F9EA,🧪,test tube,ဖန်ပြွန်,"စမ်းသပ်ခန်း, စမ်းသပ်ခြင်း, ဓာတုဗေဒ, ဓာတုဗေဒပညာရှင်, ဖန်ပြွန်, သိပ္ပံ"
1F9EB,🧫,petri dish,ဓာတ်ခွဲခန်းသုံး ဖန်ပြားခွက်,"ဇီဝပညာရှင်, ဇီဝဗေဒ, ဓာတ်ခွဲခန်း, ဓာတ်ခွဲခန်းသုံး ဖန်ပြားခွက်, ဗက်တီးရီးယား, ဗက်တီးရီးယား မွေးမြူခြင်း"
1F9EC,🧬,dna,မျိုးရိုးဗီဇ,"ဆင့်ကဲဖြစ်စဥ်, ဇီဝပညာရှင်, ဗီဇ, မျိုးရိုးဗီဇ, မျိုးရိုးဗီဇပညာ, သက်ရှိ"
1F52C,🔬,microscope,အဏုကြည့်မှန်ပြောင်း,"ကိရိယာ, အဏုကြည့်မှန်ပြောင်း"
1F52D,🔭,telescope,အဝေးကြည့်မှန်ပြောင်း,"ကိရိယာ, အဝေးကြည့်မှန်ပြောင်း"
1F4E1,📡,satellite antenna,ဂြိုဟ်တု စလောင်း,"ဂြိုဟ်တု စလောင်း, ဆက်သယ်ရေး ဂြိုဟ်တု, ဧရီယာတိုင်"
1F489,💉,syringe,ဆေးထိုးအပ်,"ဆေး, ဆေးထိုးပြွတ်, ဆေးထိုးအပ်, ဖျားနာခြင်း"
1FA78,🩸,drop of blood,သွေးတစ်စက်,"ဆေးဝါး, ရာသီလာခြင်း, သွေးတစ်စက်, သွေးလှူခြင်း"
1F48A,💊,pill,ဆေးလုံး,"ဆရာဝန်, ဆေး, ဆေးလုံး, ဖျားနာခြင်း, သောက်ဆေး"
